Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cayman Islands,CYM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.92063936,35.27331841,35.78899463,36.3241241,36.89680734,37.47097185,38.04797006,38.63035488,39.21481834,39.79513875,40.36160703,41.41353815,41.88988781,42.22260574,42.05653459,41.92693408,42.54187035,43.29197666,43.6999099,44.12924292,44.68002616,44.69431137,44.32818836,44.4804975,45.29953599,45.77264575,45.4431655,45.52426578,45.37790103,45.23973991,44.72509038,44.61154722,45.11101558,45.8389386,45.55133705,45.56440096
Czechia,CZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.68960875,44.44028824,44.4199972,44.40348318,44.39456231,44.26155971,43.95655948,44.02566355,44.16044459,44.30222086,44.2972699,44.24617787,44.06550835,44.1430113,44.05873251,43.96165334,43.91280591,43.55677355,43.32402139,43.36389291,43.30437033,43.55130246,43.75208178,44.00901231,43.90366577,44.13579176,44.24904633,44.36473777,44.49920538,44.44712188,44.20460279,44.28757042,44.51020915,44.96352395,45.16853595,45.20410034
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.61389294,41.95824665,42.12669555,42.10945977,42.43783398,42.59510024,42.7604104,43.09755318,43.29431921,43.56207072,43.78163951,44.15427475,44.43139314,44.75393329,44.83665929,45.03771847,45.4014485,45.63909894,45.42230358,45.90943301,45.77555297,46.33319077,46.11026252,46.18318302,46.25973526,46.19745224,46.23968387,46.31577075,46.21190252,46.28452809,46.42496811,46.4171891,46.51652365,46.5804664,46.5049965,46.49055969
Djibouti,DJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,22.30937885,22.40810707,22.53222858,22.66446184,22.77852918,22.905178,23.07136488,23.40053942,23.80213126,24.11025067,24.34526173,24.57179838,24.78267204,24.86957553,24.88793425,24.96397963,25.144705,25.39672982,25.6683692,25.94258962,26.20560443,26.47149568,26.74239217,27.03289483,27.36078046,27.7270841,28.130302,28.56524401,29.01738661,29.46476956,29.40487221,29.64471719,29.87052521,30.30015271,30.78458509,31.0261201
Dominica,DMA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.40375377,46.71380777,46.90627733,46.88323487,45.83948236,45.29666651,45.50604388,45.51382069,46.36211197,46.42828056,46.55873006,46.66847613,46.59471563,46.45206625,46.70013074,46.82216499,47.03083927,46.97647431,46.80275342,47.07246856,47.09667877,47.19827527,47.39594013,47.58611484,47.18260943,46.85114201,47.24333047,47.21323651,47.07268944,47.0023946,47.10014428,46.91880725,47.42241347,47.47491721,47.37363844,47.35979706
Dominican Republic,DOM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,31.1729547,31.23179333,31.74402975,32.09324042,32.23267618,32.51771882,32.8189543,33.25950991,33.6196275,33.94978244,34.21338884,33.7636756,35.07402849,34.90267973,34.76336715,35.46747155,35.76336432,35.53859959,36.69048755,35.45457005,37.12190267,37.9393419,38.45578893,38.47617142,38.55913795,39.30312381,39.57132694,39.78676986,39.93117826,40.82324077,39.79818995,40.97811223,40.49542831,41.41953558,41.80459944,41.98990777
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,12.32193655,12.23288553,12.24878387,12.19323234,12.19086706,12.34804696,12.52970567,12.6786237,12.84748494,13.01494023,13.20397509,13.41549295,13.66078221,13.93602281,14.22810957,14.55343661,14.89836493,15.26755764,15.65757977,16.06677711,16.14497082,16.43480459,16.75062353,17.09392344,17.46574413,17.53800005,17.336733,17.21778024,17.10813747,17.005966,16.98586363,17.1147496,16.79346956,16.92605072,17.03620294,17.0002342
East Asia & Pacific (excluding high income),EAP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.86431791,44.78476612,44.77841594,44.71458756,44.69768293,44.68315229,44.66829493,44.60978799,44.61730881,44.55897042,44.51568413,44.34490582,44.18830244,44.10626264,43.94718425,43.88793151,43.81119957,43.90838228,43.84980285,43.80755253,43.74420592,43.76983906,43.79591748,43.79277455,43.83905193,43.88682218,43.93289747,43.9872815,44.09448932,44.15916087,44.07028811,44.23940601,44.31266642,44.3899052,44.42744544,44.44340164
Early-demographic dividend,EAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,29.05522252,29.18151071,29.33938396,29.3133257,29.58727081,29.77661697,30.02007371,30.24389407,30.52560124,30.71164607,30.84358423,30.86195031,30.8533033,30.98061736,31.01514407,31.14753997,30.96752356,31.02267718,30.8289546,30.79686385,30.69787346,30.53646646,30.45776904,30.41006914,30.41783437,30.55189434,30.62774421,30.7378958,30.83355887,30.98629059,30.7001879,31.29992485,31.81974814,32.26333215,32.51164119,32.54061564
East Asia & Pacific,EAS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.28930035,44.22415343,44.21237661,44.14823626,44.14771149,44.14661281,44.14999166,44.12334009,44.12282576,44.08640331,44.08218223,43.96647406,43.84026457,43.78007043,43.67061987,43.6415166,43.59374325,43.68903505,43.65619179,43.63657868,43.59253055,43.62559533,43.66293048,43.69282303,43.75892327,43.82229084,43.89033237,43.96892364,44.0977036,44.18508251,44.10429987,44.28198769,44.36879638,44.46685013,44.53599663,44.56150841
Europe & Central Asia (excluding high income),ECA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.57694251,42.51684338,42.40710397,41.8200199,42.38976597,42.36990803,42.25970648,42.00406051,41.9957994,42.14500553,41.82838002,41.94308974,42.19134933,42.07412668,41.51582391,41.41132242,41.44439715,41.29150394,41.23069118,41.2764379,41.40059542,41.29269077,41.26532766,41.21597487,41.01612567,41.02789856,40.97853977,40.92877219,40.84127104,40.83093148,40.58401584,40.61852503,39.40190641,39.64852577,39.82108018,39.84757843
Europe & Central Asia,ECS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.2610174,43.40441792,43.40431408,43.28938661,43.49356666,43.57824111,43.67023944,43.70582682,43.81794844,44.150544,44.22107082,44.3224268,44.59511542,44.69543182,44.70137291,44.79098759,44.9341571,44.94499764,44.92011778,45.09571026,45.14151295,45.22863443,45.27015795,45.28176625,45.26983976,45.23610607,45.24529633,45.24436397,45.23641415,45.28384868,45.25747572,45.36426574,45.38315071,45.4740231,45.54411941,45.53191845
Ecuador,ECU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.58170177,37.7136797,37.78376202,37.85983759,38.03941035,38.1541449,38.25658734,38.16216489,39.34668596,37.97702712,36.53421468,37.0400619,37.53680129,38.02556641,39.48699142,39.16655065,39.190374,39.32118996,39.50204483,39.20693858,38.70597517,38.49691162,38.90023703,39.05238639,38.46250978,39.91351759,41.32686962,41.58866569,41.23178158,41.46797899,40.55910224,41.24406704,41.63716826,41.15688448,41.02389357,41.04231516
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,23.80865623,23.69448242,24.28892473,23.19560366,23.55508363,22.60232188,22.16395693,21.73355836,21.2947759,21.45182084,21.92988271,22.47816406,20.91333301,21.29082294,21.67269836,22.06306351,22.46921733,24.17336032,22.8875466,23.79536033,23.38315685,23.00382548,23.11244265,23.65286215,23.97225137,24.19335114,24.66366396,24.60352361,21.20242599,18.73634799,17.50229338,18.07984284,17.72549299,20.61977577,20.64047104,20.63764429
Euro area,EMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.16695875,40.71253896,40.9327502,41.08527042,41.4265798,41.69774241,41.91087374,42.11483059,42.33573884,42.64243851,42.89806654,43.01236685,43.3025195,43.64118079,43.85596554,44.08679038,44.33930448,44.52299502,44.6735083,45.05633639,45.21714728,45.50454557,45.67219388,45.8073751,45.95318482,45.96052716,46.03858918,46.08138951,46.08606135,46.18370832,46.18250165,46.39102243,46.44915327,46.58287781,46.55864625,46.55355459
Eritrea,ERI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.73185004,47.70839456,47.6525104,47.65526774,47.67151024,47.72886481,47.75836957,47.60909661,47.60321393,47.85743258,48.00198031,48.01606449,48.03329896,48.06140876,48.09800265,48.06960345,47.99809513,47.93692664,47.89264567,47.90314553,47.89644373,47.93394018,47.94870104,47.90648443,47.97341496,47.84476281,47.84613342,47.80528602,47.88465857,47.95507012,47.83762896,47.94489454,47.80764757,47.77689147,47.73909907,47.68310937
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.47702445,34.63792438,35.6322897,36.14560661,37.13171571,37.72765381,38.00731133,38.41204041,38.51044323,38.78827495,39.44898256,38.83999639,40.00086772,40.47126752,40.99668191,41.36067585,41.87776741,42.29138645,42.90706386,43.73110574,44.30127469,44.84182612,45.40781903,45.63563402,45.82454331,45.9363241,46.08559003,46.16138856,46.15014144,46.30846556,46.29594335,46.71069208,46.55809967,46.97719972,47.13592584,47.15890892
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.75306236,47.41462538,46.98086218,47.30988907,47.38965477,47.50866496,47.83650715,48.27596194,47.83183669,48.02461406,48.62286651,48.82381519,48.78441708,48.43071831,49.12114477,49.66395604,49.13292962,48.54834133,48.70113076,48.92012605,49.40781959,49.26189039,49.02230573,48.9312424,48.32200853,48.73082696,48.48461609,48.5263001,48.42194324,48.58740847,48.40528597,48.78000569,49.22230423,49.53866357,49.76343785,49.71846281
Ethiopia,ETH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.46825361,47.3542426,47.22508262,47.09631701,46.96983894,46.850051,46.73107728,46.60512682,46.47987813,46.37727986,46.28299409,46.18883128,46.11532106,46.0600521,46.01973563,45.99442457,45.97727923,45.97008495,45.97206192,45.98033033,45.99264508,46.00734301,46.02513049,46.04927894,45.70073654,45.33723593,44.95541293,44.55372961,44.12177515,43.65743957,43.07457297,42.51668243,42.71884056,42.83858891,43.02182642,43.07140796
European Union,EUU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.46798293,41.85915228,42.02992046,42.14389674,42.40283413,42.58992563,42.74571299,42.87482817,43.05848044,43.32384724,43.52484013,43.65720258,43.86356798,44.10256069,44.25323877,44.40047192,44.59014976,44.72507236,44.8307372,45.10974845,45.27303309,45.49169097,45.62533297,45.71951319,45.81751049,45.81899808,45.86744826,45.90375406,45.90603209,45.94983967,45.91230486,46.11178047,46.22492199,46.36991707,46.38029088,46.37825215
Fragile and conflict affected situations,FCS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.75508097,43.81748978,43.83076732,43.76190634,43.78159261,43.80445838,43.7314642,43.64172439,43.5840366,43.57676603,43.55392312,43.52415921,43.47356939,43.36594807,43.30089226,43.27051023,43.19938481,43.12661891,43.01123706,42.91643794,42.83277641,42.77073082,42.72092909,42.6952495,42.59582173,42.62279788,42.5136838,42.31661625,42.24327554,42.11554287,41.82687814,41.8360694,41.11199664,42.35101939,42.37227936,42.35831564
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.1803239,47.09959104,47.05404249,47.00765096,46.94023614,47.46300554,47.74762986,47.27906636,47.36736022,47.70815784,47.61524765,47.78136577,47.96141386,47.82871662,47.97484161,48.1494033,48.22009915,48.25209845,48.00934836,48.36574911,48.02737461,47.79908279,48.05833743,48.15730439,48.19741279,48.23640714,47.9922427,47.87827627,47.89089387,47.94755794,47.7529793,47.61904252,48.21494199,48.52906094,48.16071623,48.1226507
Fiji,FJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,33.20165631,33.20419198,33.20619251,33.20769018,33.21098065,33.2058913,33.20821614,32.94048474,32.66354083,32.38584972,32.11146403,31.83540811,31.55778023,31.27761756,30.99192349,30.70604746,31.61890145,32.51763717,33.44065014,34.39034359,35.32463879,36.23837857,35.94891854,35.66585587,35.39058093,34.5324429,33.66033289,33.77566396,33.88943724,33.95535435,33.9291915,34.03660969,33.96029616,34.12347339,34.20930377,34.22557585
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.45197615,43.95839821,44.2262554,44.64960083,44.91437101,45.23073985,45.34812113,45.29168164,45.49998733,45.58250707,45.73755539,45.71362488,45.70313493,46.35384369,46.34184458,46.76550844,46.91373269,47.14548693,47.19887039,47.34914661,47.43878457,47.52499376,47.53659273,47.60194873,47.74776311,47.8383176,47.90050825,47.80747805,47.94326097,48.05390046,48.08960323,48.421859,48.39510155,48.5123938,48.41555676,48.40162029
Faroe Islands,FRO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.90529049,39.8467202,39.71720503,39.69312248,39.70166154,39.75091542,39.8107322,39.91836464,40.01612643,39.98211218,40.03055116,40.1217176,40.18710171,40.28027883,40.34330417,40.40401691,40.37485637,40.42430145,40.3449178,40.27267795,40.2379998,40.16879149,40.07025344,39.98959209,39.91351626,39.85493272,39.79434592,39.72883523,39.68689679,39.70193874,39.71270347,39.95678863,39.67056312,39.76099088,39.89740429,39.98448134
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.72269085,43.87907755,44.12370565,44.49419904,44.64481636,44.7358911,45.01937449,45.22604013,45.31199612,45.50644217,45.62387723,45.74221972,45.99788418,45.84727664,46.13819163,46.19038355,46.25280138,46.12594267,46.15113595,46.37985518,46.41106237,46.49669612,46.51950819,46.74462173,46.83435421,46.86320527,46.98731071,47.11986086,47.15145542,47.5414119,47.74978725,47.97347529,47.74279933,47.53124431,47.79986021,47.79449638
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.79096039,51.10274431,51.45216373,51.85837461,52.29884183,52.18657069,51.79878989,51.43955717,51.33143255,51.25491915,51.22991478,51.12361842,50.98484188,50.6260209,50.3328703,49.96932352,49.66126419,49.36278287,49.25154915,49.21290352,49.01021207,48.79612726,48.61023127,48.45045649,48.38850028,48.41560218,48.44857181,48.48317069,47.69408263,47.58729159,47.678708,47.62421689,47.92310954,48.06026155,48.17017349,48.18468046
Ghana,GHA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.81898754,48.82623591,48.75320872,48.66992787,48.61680389,48.59648441,48.57188182,48.52119682,48.4489412,48.37791681,48.29883703,48.20672991,48.11251572,48.02017492,47.93106262,47.84318554,47.75773843,47.67393019,47.59375181,47.51802792,47.44513267,47.37778713,47.31298338,47.24933442,47.29469455,47.35418707,47.40609182,47.47049784,47.49050685,47.51063311,47.40960994,47.4546888,47.34931563,47.40440463,47.59560175,47.63358114
Gibraltar,GIB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.71902135,51.58284984,51.44015161,51.29639478,51.16009685,51.03183918,50.90310638,50.84801166,50.82832061,50.78487258,50.78933072,50.89245787,50.99185603,50.55115097,50.13457698,49.76246234,49.35479013,48.86634604,48.33593231,47.79131982,47.23170592,46.65076271,46.0604559,45.46007751,44.83560848,44.18039537,43.5047675,42.82099207,42.12425784,41.40765835,41.32209743,41.188918,41.49239514,41.63785877,41.72919093,41.58248317
"Gambia, The",GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.21096301,47.99470121,47.83044862,47.74336355,47.54593902,47.42209927,47.39513815,47.54719285,47.60862248,47.859273,48.05159437,48.26310577,47.84715045,48.11831768,48.39521026,48.02023181,47.76540477,47.75002421,47.9424382,48.16091238,48.32908233,47.4991513,47.61769152,47.57817474,47.24970524,47.30562349,47.2270766,47.35131045,47.64405168,47.87781798,47.72920506,47.90231413,48.09529229,48.24425493,48.46941966,48.54021244
Guinea-Bissau,GNB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.58052026,45.66837461,45.7253705,45.74329475,45.73807733,45.73838327,45.7488686,45.76453881,45.81062703,45.87561666,45.91126612,45.92537354,45.9357377,45.94117384,45.94541205,45.94144193,45.92403332,45.90758288,45.89786863,45.8980606,45.90438999,45.91196918,45.92246168,45.94054224,45.97050565,46.01985431,46.08518501,46.17579181,46.29276281,46.512204,46.80084097,47.12952453,47.5725879,47.64833003,47.70750816,47.71257312
Equatorial Guinea,GNQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.33447005,45.08139326,44.8445181,44.6226608,44.31430497,43.92312069,43.54771356,43.19066507,42.8514492,42.55709703,42.48221357,42.61582866,42.79632423,42.99827822,43.18281073,43.12603283,42.83684745,42.5189305,42.18266195,41.84677597,41.52070192,41.21808506,40.94336314,40.69699525,40.4767035,40.29138192,40.1485977,40.05323341,40.01827617,40.05067349,40.03136746,40.3014873,40.02916589,39.91985217,39.9920045,40.00436328
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.14137409,34.95151625,35.76632245,36.00205182,36.26964881,36.65401232,37.45800973,37.60133147,38.56811924,39.1423566,39.1707354,38.94248106,39.24615276,39.53831431,40.23989397,40.36383007,40.5387506,40.59392537,40.65960292,41.43214512,42.01842039,42.56693555,43.23031531,43.4562185,44.22866749,44.88194893,45.02540475,44.84551713,44.55624123,44.56358288,44.39679058,44.72178814,44.59809132,44.84171423,44.75614007,44.69748178
Grenada,GRD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,33.7565889,33.88912374,34.07562933,34.22264631,34.35110666,34.49731773,34.56665401,34.69967667,34.86319421,34.9805269,35.08567964,35.13938284,35.26841369,36.07276174,33.94787243,34.10756909,34.2764458,34.45555206,34.64617687,34.85014141,35.06488773,33.27666379,35.19920445,33.57395417,33.53059521,32.30677361,33.16646161,32.29814064,32.31997074,31.92537848,33.18644957,34.39701526,34.25809865,32.60906761,32.77615209,32.73444252
Guam,GUM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.40192176,37.93939052,38.51410842,39.08171897,39.6664878,40.27684873,40.90145273,41.5302017,42.14893702,42.78148684,43.32342253,43.35576285,42.696534,42.22804866,41.73828647,43.89003185,43.04633957,40.82707429,41.53165591,42.21095307,44.91827255,43.84799292,43.98883726,44.111079,44.23655152,44.32457293,44.38899131,44.49188389,44.52778589,44.7136976,44.69950268,44.88721181,44.83638468,44.95258469,45.05328229,45.15107619
Guyana,GUY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,32.14443118,32.52658274,32.92505636,33.29621962,33.02814029,32.75594903,32.4772241,32.1925043,31.89863248,31.59846113,31.29383862,30.98862146,30.68845021,31.20856168,31.78265697,32.36399974,32.94691994,33.53307647,34.12158826,34.7152912,35.31561276,35.92111485,36.6470285,37.49055204,38.33059227,39.16350068,39.98774497,40.80598972,41.05402471,40.99527739,41.29076237,41.45298855,43.53892602,44.30664634,44.8283829,44.93605402
High income,HIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.40994742,42.53978264,42.56284522,42.57172826,42.74646817,42.83341365,42.94491643,43.0875687,43.14123507,43.3757167,43.49388852,43.58986687,43.74090778,43.86491171,43.96039573,44.0626989,44.14852586,44.15408363,44.17673081,44.34341832,44.38035384,44.40889133,44.37520254,44.35161339,44.37734205,44.30134131,44.31815128,44.40113335,44.52063527,44.66881293,44.69243083,44.86448881,44.94264323,45.013444,45.06721779,45.06439376
"Hong Kong SAR, China",HKG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.94863332,37.63235983,37.47246231,37.56560714,38.26837261,38.91928244,39.47163546,39.97545902,40.6529636,41.22925655,41.79627691,42.93372425,43.91788707,44.13334474,44.62004137,45.24054393,45.78518148,46.39402168,46.91196153,47.28279324,47.20069267,47.95381341,48.28990999,48.71431077,49.05309919,49.33350462,49.57973979,49.95261637,49.98004456,50.39181065,50.60825709,50.82583725,50.72459979,50.80730466,51.1579295,51.18328293
Honduras,HND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,33.83725394,33.61872544,33.7962366,33.99269032,33.9342356,34.12374475,34.13927381,34.27240983,34.36445298,34.27935259,33.75415161,33.70954515,33.6695568,33.63495283,33.60703184,33.58653549,32.14486667,32.09457574,33.11279782,33.65503779,34.4536039,33.21718105,32.78723238,34.63638162,35.85359546,36.31139041,36.24758283,35.5421884,37.60763478,35.23273722,39.53132347,39.61495075,37.19762837,34.86050337,35.01902895,35.02062648
Heavily indebted poor countries (HIPC),HPC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.40739183,45.4501943,45.45119102,45.40477368,45.42407437,45.47313141,45.45013345,45.39339208,45.35447237,45.37007428,45.39817138,45.43086309,45.44483321,45.44034909,45.45330386,45.46532943,45.4180693,45.39010243,45.34745553,45.31954595,45.30867546,45.32891629,45.12918455,45.19555538,45.0874853,44.97780191,44.84385254,44.7320493,44.606507,44.4101884,44.32078773,44.27957192,44.03166173,44.91675493,44.9753371,44.97322164
Croatia,HRV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.10891749,42.75623794,42.91199028,43.07454462,43.23628681,43.40625225,43.58176655,43.75666525,43.93973341,44.13952403,44.35878775,44.58737802,44.822699,44.76792831,44.90121218,45.29974089,45.7811596,44.72515992,45.1148999,46.04468508,45.93431923,45.05233529,45.42147864,45.90471425,46.44789284,46.49313821,46.23753693,46.12009298,46.30306257,46.12104689,45.67393663,46.1552615,46.82635973,47.18874366,47.47806992,47.4836451
Haiti,HTI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.34334357,43.57084672,43.80641077,44.05259727,44.30851586,44.57495475,44.81609798,45.0710839,45.33910223,45.62112393,45.91686233,45.99896336,46.08406094,46.17160898,46.26068987,46.35302413,46.44255814,46.5348414,46.62772074,46.72010419,46.7847442,47.00747557,47.04385945,47.25360113,47.40403128,47.49207557,47.6000882,47.73813003,47.84122531,47.79661916,47.82567602,48.05530564,47.06717319,46.85121764,46.43794737,46.50246982
Hungary,HUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.23585917,47.04057551,46.99756636,47.00011511,47.04824711,47.07884952,47.08675681,47.12166526,47.17390926,47.22939287,47.3056197,47.36939596,47.44149645,47.49855783,47.56524539,47.60079653,47.62847853,47.57158962,47.53004491,47.26310152,47.66556062,47.6147009,47.62341616,47.29517536,47.09640943,47.00909583,46.94750987,46.6745679,46.65998718,46.28017279,46.25890783,46.48838824,46.63467048,46.84742435,47.12385736,47.07796048
IBRD only,IBD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.9133747,38.83204833,38.82926218,38.73695007,38.78487566,38.85807116,38.89362163,38.91703617,38.98516961,39.05637252,39.09256576,39.08470563,39.08012523,39.08797222,39.04721213,39.07896517,38.92711381,38.86800952,38.6639555,38.54130297,38.32017599,38.20972887,38.13693865,38.07588299,38.04626437,38.08532729,38.12326363,38.14806303,38.16095711,38.18603945,37.88651814,38.27197426,38.40405139,38.64573617,38.80182466,38.76782843
IDA & IBRD total,IBT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.76476452,38.74063886,38.744767,38.69216879,38.75781166,38.81049425,38.8476021,38.87705147,38.95232831,39.01745727,39.05537457,39.04844694,39.04976213,39.06762123,39.04659685,39.08789266,38.97975395,38.96192479,38.8329095,38.78898638,38.67095231,38.59829671,38.52081193,38.49747315,38.48952225,38.54281889,38.56251032,38.59494883,38.60577776,38.65417979,38.43159738,38.75201649,38.86054543,39.17375718,39.26405196,39.25308595
IDA total,IDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.04362731,38.30267579,38.34499877,38.48343278,38.63338945,38.59404205,38.64117325,38.69977329,38.80835885,38.84829763,38.89544727,38.8942285,38.92203443,38.98286132,39.04405712,39.12442662,39.19255214,39.33661904,39.49659971,39.74489131,39.99999345,40.04801715,39.93958756,40.02884003,40.08807465,40.17276769,40.10835858,40.14336984,40.12380335,40.22565491,40.19887319,40.30576239,40.30002784,40.8482483,40.72003293,40.75312651
IDA blend,IDB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,34.73200267,35.4997557,35.66137861,35.97896376,36.21516226,35.87843208,36.02090805,36.2263136,36.35539902,36.48447598,36.57865718,36.56865792,36.6336504,36.82075751,37.01139045,37.23116783,37.51809719,37.62691711,37.73426715,37.91803962,38.12174192,38.1731908,38.23016291,38.23896188,38.40018163,38.47419237,38.33890167,38.20193343,38.03052182,38.37598077,38.31418807,38.47729916,38.55725192,39.3336277,39.41858387,39.46465263
Indonesia,IDN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.58891142,38.08713569,38.49864732,38.14902179,38.40350392,38.36227551,38.3195856,37.9602687,38.55662656,38.42708703,38.47514893,37.55044139,36.70769756,36.70624545,36.2170273,36.01446559,36.04795747,37.84342858,38.16075731,38.26864103,38.45466163,38.26436527,38.34022405,38.12451121,38.13562288,38.25290203,38.53084833,39.05123586,39.37252179,39.63001213,39.56852752,39.63003777,39.31594317,39.48482014,39.54033171,39.6127947
IDA only,IDX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.73004326,39.7459045,39.73310063,39.77681582,39.88438006,39.99478536,40.00162554,39.99498074,40.09157221,40.08938144,40.11680677,40.12501284,40.13513629,40.13143669,40.12809173,40.13456101,40.08727615,40.25506836,40.44854372,40.73855124,41.02641839,41.07158212,40.8854074,41.01729796,41.02469918,41.12642207,41.10227203,41.22689429,41.2852694,41.25351278,41.24060374,41.33273087,41.28045174,41.72828044,41.48715001,41.51256778
Isle of Man,IMN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,25.32916668,25.41155503,25.50033036,25.59130469,25.69601938,26.04525817,26.39479974,26.74267353,27.09208171,27.43980573,27.7890375,27.93243222,28.07889886,28.22987935,28.38700153,28.5484125,27.88925741,27.22728892,26.56138482,25.89348784,25.22330595,24.76413768,24.30855289,24.28798521,24.302975,24.35907842,24.4337881,24.51963873,24.59755256,24.66204263,24.50599635,25.65113219,26.6147412,27.52777537,28.31181793,28.31154614
Not classified,INX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
